rank,candidate,candidate_name,entity_type,number_of_amr_determinants,number_of_strains,layers_supported,minimum_path_length,evidence_types,n_direct_observations,n_graph_derived,n_annotation_mediated,n_inferred,n_directly_measured_strains,strains,determinants,repeated_across_strains,determinant_fraction,hub_candidate,p_value,q_value,enrichment_significant
4155,WP_000568522.1,ruvB,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4156,WP_000582424.1,selB,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4157,WP_000668662.1,thiI,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4158,WP_000672332.1,pheT,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4159,WP_000678201.1,htpG,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4160,WP_000682152.1,mnmC,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4161,WP_000686620.1,rsmJ,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4162,WP_000695634.1,gltX,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4163,WP_000708487.1,cca,protein,1,1,proteome,2,annotation_mediated,0,0,1,0,0,MS_14387,strAB,False,0.07692307692307693,False,0.7948535422438676,0.8550645935707271,False
4164,FVE81_RS00010,dnaN,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4165,FVE81_RS00205,adeD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4166,FVE81_RS00350,spoT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4167,FVE81_RS00355,rpoZ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4168,FVE81_RS00360,gmk,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4169,FVE81_RS00390,pyrE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4170,FVE81_RS00405,coaBC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4171,FVE81_RS00430,coaD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4172,FVE81_RS00435,waaA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4173,FVE81_RS00440,rfaQ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4174,FVE81_RS00445,waaG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4175,FVE81_RS00450,rfaP,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4176,FVE81_RS00455,waaO,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4177,FVE81_RS00460,rfaY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4178,FVE81_RS00470,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4179,FVE81_RS00475,rfaL,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4180,FVE81_RS00480,rfaC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4181,FVE81_RS00485,rfaF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4182,FVE81_RS00490,rfaD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4183,FVE81_RS00500,kbl,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4184,FVE81_RS00550,cysE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4185,FVE81_RS00565,lldD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4186,FVE81_RS00765,xylA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4187,FVE81_RS00770,xylB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4188,FVE81_RS00825,ghrB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4189,FVE81_RS00835,bisC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4190,FVE81_RS01015,kdgK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4191,FVE81_RS01050,treF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4192,FVE81_RS01060,gadA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4193,FVE81_RS01320,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4194,FVE81_RS01325,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4195,FVE81_RS01370,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4196,FVE81_RS01385,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4197,FVE81_RS01600,ggt,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4198,FVE81_RS01670,glgX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4199,FVE81_RS01675,glgC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4200,FVE81_RS01680,glgA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4201,FVE81_RS01685,glgP,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4202,FVE81_RS01770,malP,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4203,FVE81_RS01775,malQ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4204,FVE81_RS01795,bioH,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4205,FVE81_RS01985,cysG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4206,FVE81_RS02055,prkB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4207,FVE81_RS02290,rpoA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4208,FVE81_RS02500,acuI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4209,FVE81_RS02650,nanE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4210,FVE81_RS02745,kdsC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4211,FVE81_RS02750,kdsD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4212,FVE81_RS02790,murA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4213,FVE81_RS02800,ispB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4214,FVE81_RS02850,folP,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4215,FVE81_RS03065,kbaY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4216,FVE81_RS03095,agaV,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4217,FVE81_RS03135,garR,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4218,FVE81_RS03180,tdcD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4219,FVE81_RS03185,tdcE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4220,FVE81_RS03285,uxaC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4221,FVE81_RS03290,uxaA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4222,FVE81_RS03450,plsY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4223,FVE81_RS03480,glnE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4224,FVE81_RS03485,hldE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4225,FVE81_RS03540,ribB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4226,FVE81_RS03580,cpdA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4227,FVE81_RS03655,plsC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4228,FVE81_RS03685,yqhD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4229,FVE81_RS03700,metC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4230,FVE81_RS03785,gss,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4231,FVE81_RS03830,kdsB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4232,FVE81_RS03845,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4233,FVE81_RS04415,hemW,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4234,FVE81_RS04455,gshB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4235,FVE81_RS04480,metK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4236,FVE81_RS04490,speA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4237,FVE81_RS04500,speB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4238,FVE81_RS04685,fau,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4239,FVE81_RS04710,ubiH,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4240,FVE81_RS04715,ubiI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4241,FVE81_RS04835,guaD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4242,FVE81_RS04880,arcC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4243,FVE81_RS04885,hyuA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4244,FVE81_RS04890,ygeY,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4245,FVE81_RS04915,xdhB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4246,FVE81_RS04920,xdhA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4247,FVE81_RS05210,thyA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4248,FVE81_RS05295,csdA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4249,FVE81_RS05325,fucU,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4250,FVE81_RS05350,fucO,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4251,FVE81_RS05370,ppnN,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4252,FVE81_RS05375,queF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4253,FVE81_RS05405,gudX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4254,FVE81_RS05410,gudD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4255,FVE81_RS05465,queE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4256,FVE81_RS05525,cysJ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4257,FVE81_RS05530,cysI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4258,FVE81_RS05535,cysH,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4259,FVE81_RS05635,surE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4260,FVE81_RS05855,pncC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4261,FVE81_RS05915,gshA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4262,FVE81_RS05920,luxS,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4263,FVE81_RS06055,gabT,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4264,FVE81_RS06060,gabD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4265,FVE81_RS06140,nan,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4266,FVE81_RS06295,nadK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4267,FVE81_RS06435,pssA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4268,FVE81_RS06495,nadB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4269,FVE81_RS06550,pdxJ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4270,FVE81_RS06710,suhB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4271,FVE81_RS06725,iscS,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4272,FVE81_RS06760,pepB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4273,FVE81_RS06770,sseA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4274,FVE81_RS06850,guaB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4275,FVE81_RS06855,guaA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4276,FVE81_RS06885,ppx,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4277,FVE81_RS07040,dapE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4278,FVE81_RS07155,eutB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4279,FVE81_RS07160,eutC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4280,FVE81_RS07180,hemF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4281,FVE81_RS07220,murQ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4282,FVE81_RS07265,pdxK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4283,FVE81_RS07270,crr,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4284,FVE81_RS07670,fabB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4285,FVE81_RS07685,pdxB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4286,FVE81_RS07710,folC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4287,FVE81_RS07730,ubiX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4288,FVE81_RS07770,folX,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4289,FVE81_RS07800,pta,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4290,FVE81_RS07805,ackA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4291,FVE81_RS07830,yfbR,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4292,FVE81_RS07845,nuoA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4293,FVE81_RS07850,nuoB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4294,FVE81_RS07855,nuoC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4295,FVE81_RS07860,nuoE,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4296,FVE81_RS07865,nuoF,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4297,FVE81_RS07870,nuoG,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4298,FVE81_RS07875,nuoH,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4299,FVE81_RS07880,nuoI,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4300,FVE81_RS07885,nuoJ,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4301,FVE81_RS07890,nuoK,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4302,FVE81_RS07895,nuoL,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4303,FVE81_RS07905,nuoN,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4304,FVE81_RS07945,menD,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4305,FVE81_RS07955,menB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4306,FVE81_RS07960,menC,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4307,FVE81_RS07995,arnA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4308,FVE81_RS08110,nrdB,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
4309,FVE81_RS08115,nrdA,gene,1,1,genome,2,annotation_mediated,0,0,1,0,1,MS_14387,sul2,False,0.07692307692307693,False,0.8548868624143,0.8550645935707271,False
