strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS06905,genome,graph_context,3,EW037_RS20170;COG_V: Defense mechanisms;EW037_RS06900;EW037_RS06905,member_of_cog_category;member_of_cog_category;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07135,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS07140;EW037_RS07135,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07145,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS07140;EW037_RS07145,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07200,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS07205;EW037_RS07200,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07210,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS07205;EW037_RS07210,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07600,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS07600,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07610,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS07610,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07685,genome,graph_context,3,EW037_RS20170;EW037_RS20175;COG_M: Cell wall/membrane/envelope biogenesis;EW037_RS07685,genomic_proximity;member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07775,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000748261.1;EW037_RS07775,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS07875,genome,graph_context,3,WP_000976514.1;GO:0046677: P:response to antibiotic;WP_000074527.1;EW037_RS07875,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08040,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08045;EW037_RS08040,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08050,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08045;EW037_RS08050,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08190,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08195;EW037_RS08190,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08200,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08195;EW037_RS08200,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08210,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08215;EW037_RS08210,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08220,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08225;EW037_RS08220,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08245,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08240;EW037_RS08245,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08340,genome,graph_context,3,WP_000976514.1;GO:0030288: C:outer membrane-bounded periplasmic space;WP_000824439.1;EW037_RS08340,member_of_go_term;member_of_go_term;encodes,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08345,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08350;EW037_RS08345,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08355,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08350;EW037_RS08355,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08530,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08540;EW037_RS08530,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
MS_14384,blaCMY-2,beta_lactam,EW037_RS20170,genome,EW037_RS08545,genome,graph_context,3,EW037_RS20170;map02020;EW037_RS08540;EW037_RS08545,in_pathway;in_pathway;genomic_proximity,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
