strain,amr_determinant,amr_class,source_entity,source_layer,target_entity,target_layer,relationship,path_length,node_sequence,edge_sequence,evidence_type,evidence_source,observed_status
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05180,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05180,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05325,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05325,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05335,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05335,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05415,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05415,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05740,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05740,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05770,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS05770,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05780,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS05780,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05805,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05805,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05810,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05810,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05985,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05985,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS05995,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS05995,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06090,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS06090,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06415,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06415,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06425,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS06425,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06505,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06505,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06575,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS06575,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06635,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06635,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06640,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06640,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06885,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06885,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06920,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS06920,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06945,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS06945,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06960,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06960,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS06995,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS06995,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07005,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07005,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07115,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07115,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07150,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07150,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07175,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07175,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07210,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07210,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07215,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07215,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07250,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS07250,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07325,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07325,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07335,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07335,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07375,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07375,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07400,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07400,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07415,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS07415,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07420,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07420,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07435,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS07435,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07440,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS07440,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07445,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS07445,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07450,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07450,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07455,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07455,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07625,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07625,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07695,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07695,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07855,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07855,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07905,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07905,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07950,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07950,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS07955,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS07955,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS08045,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS08045,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS08105,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS08105,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS08285,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS08285,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS08695,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS08695,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS08715,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS08715,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS08840,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS08840,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09075,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09075,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09085,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09085,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09090,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09090,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09130,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS09130,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09135,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS09135,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09205,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09205,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09255,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS09255,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09465,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS09465,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09475,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS09475,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09495,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS09495,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09575,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09575,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09590,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09590,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09595,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS09595,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS09965,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS09965,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10150,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS10150,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10155,genome,graph_context,2,EW036_RS26095;COG_E: Amino acid transport and metabolism;EW036_RS10155,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10210,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS10210,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10220,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS10220,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10225,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS10225,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10235,genome,graph_context,2,EW036_RS26095;COG_G: Carbohydrate transport and metabolism;EW036_RS10235,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
B36,tet(A),tetracycline,EW036_RS26095,genome,EW036_RS10470,genome,graph_context,2,EW036_RS26095;COG_P: Inorganic ion transport and metabolism;EW036_RS10470,member_of_cog_category;member_of_cog_category,annotation_mediated,bounded_BFS (<= 4 hops),annotation_mediated
